County,Year,subgroup1,subgroup_cat1,subgroup2,subgroup_cat2,aaRate10K,count,cRate10K,dailyMean
New York State,2001-2003,Month,3,AgeGroup,35+,10.706,10909,10.93,117.301
New York State,2001-2003,Month,3,Total,Total,5.514,10992,5.75,118.194
New York State,2001-2003,Month,4,AgeGroup,35+,10.565,10768,10.78,119.644
New York State,2001-2003,Month,4,Total,Total,5.438,10843,5.67,120.478
New York State,2001-2003,Month,5,AgeGroup,35+,10.875,11082,11.1,119.161
New York State,2001-2003,Month,5,Total,Total,5.594,11154,5.83,119.935
New York State,2001-2003,Month,6,AgeGroup,35+,10.12,10309,10.32,114.544
New York State,2001-2003,Month,6,Total,Total,5.211,10385,5.43,115.389
New York State,2001-2003,Month,7,AgeGroup,35+,10.01,10197,10.21,109.645
New York State,2001-2003,Month,7,Total,Total,5.157,10278,5.37,110.516
New York State,2001-2003,Month,8,AgeGroup,35+,9.833,10010,10.03,107.634
New York State,2001-2003,Month,8,Total,Total,5.067,10091,5.27,108.505
New York State,2001-2003,Month,9,AgeGroup,35+,10.253,10449,10.47,116.1
New York State,2001-2003,Month,9,Total,Total,5.279,10525,5.5,116.944
New York State,2002,AgeGroup,35+,Total,Total,42.187,42999,43.05,117.805
New York State,2002,Month,1,AgeGroup,35+,3.834,3904,3.91,125.935
New York State,2002,Month,1,Total,Total,1.977,3938,2.06,127.032
New York State,2002,Month,10,AgeGroup,35+,3.583,3654,3.66,117.871
New York State,2002,Month,10,Total,Total,1.845,3681,1.92,118.742
New York State,2002,Month,11,AgeGroup,35+,3.457,3522,3.53,117.4
New York State,2002,Month,11,Total,Total,1.78,3549,1.85,118.3
New York State,2002,Month,12,AgeGroup,35+,3.845,3926,3.93,126.645
New York State,2002,Month,12,Total,Total,1.978,3951,2.06,127.452
New York State,2002,Month,2,AgeGroup,35+,3.385,3454,3.46,123.357
New York State,2002,Month,2,Total,Total,1.742,3478,1.82,124.214
New York State,2002,Month,3,AgeGroup,35+,3.574,3636,3.64,117.29
New York State,2002,Month,3,Total,Total,1.842,3667,1.92,118.29
New York State,2002,Month,4,AgeGroup,35+,3.422,3488,3.49,116.267
New York State,2002,Month,4,Total,Total,1.765,3519,1.84,117.3
New York State,2002,Month,5,AgeGroup,35+,3.633,3706,3.71,119.548
New York State,2002,Month,5,Total,Total,1.867,3726,1.95,120.194
New York State,2002,Month,6,AgeGroup,35+,3.354,3417,3.42,113.9
New York State,2002,Month,6,Total,Total,1.727,3443,1.8,114.767
New York State,2002,Month,7,AgeGroup,35+,3.43,3494,3.5,112.71
New York State,2002,Month,7,Total,Total,1.764,3517,1.84,113.452
New York State,2002,Month,8,AgeGroup,35+,3.265,3326,3.33,107.29
New York State,2002,Month,8,Total,Total,1.68,3349,1.75,108.032
New York State,2002,Month,9,AgeGroup,35+,3.406,3472,3.48,115.733
New York State,2002,Month,9,Total,Total,1.755,3499,1.83,116.633
New York State,2002,Total,,Total,Total,21.722,43317,22.63,118.677
New York State,2002-2004,AgeGroup,35+,Total,Total,122.847,126647,125.91,115.554
New York State,2002-2004,Month,1,AgeGroup,35+,11.191,11536,11.47,124.043
New York State,2002-2004,Month,1,Total,Total,5.764,11622,6.07,124.968
New York State,2002-2004,Month,10,AgeGroup,35+,10.444,10767,10.7,115.774
New York State,2002-2004,Month,10,Total,Total,5.382,10852,5.66,116.688
New York State,2002-2004,Month,11,AgeGroup,35+,9.929,10238,10.18,113.756
New York State,2002-2004,Month,11,Total,Total,5.108,10304,5.38,114.489
New York State,2002-2004,Month,12,AgeGroup,35+,11.172,11531,11.46,123.989
New York State,2002-2004,Month,12,Total,Total,5.75,11608,6.06,124.817
New York State,2002-2004,Month,2,AgeGroup,35+,9.774,10080,10.02,118.588
New York State,2002-2004,Month,2,Total,Total,5.047,10180,5.31,119.765
New York State,2002-2004,Month,3,AgeGroup,35+,10.498,10811,10.75,116.247
New York State,2002-2004,Month,3,Total,Total,5.414,10906,5.69,117.269
New York State,2002-2004,Month,4,AgeGroup,35+,10.33,10652,10.59,118.356
New York State,2002-2004,Month,4,Total,Total,5.321,10733,5.6,119.256
New York State,2002-2004,Month,5,AgeGroup,35+,10.454,10779,10.72,115.903
New York State,2002-2004,Month,5,Total,Total,5.375,10842,5.66,116.581
New York State,2002-2004,Month,6,AgeGroup,35+,9.942,10249,10.19,113.878
New York State,2002-2004,Month,6,Total,Total,5.125,10333,5.39,114.811
New York State,2002-2004,Month,7,AgeGroup,35+,9.59,9884,9.83,106.28
New York State,2002-2004,Month,7,Total,Total,4.936,9952,5.19,107.011
New York State,2002-2004,Month,8,AgeGroup,35+,9.516,9801,9.74,105.387
New York State,2002-2004,Month,8,Total,Total,4.912,9896,5.16,106.409
New York State,2002-2004,Month,9,AgeGroup,35+,10.008,10319,10.26,114.656
New York State,2002-2004,Month,9,Total,Total,5.147,10381,5.42,115.344
New York State,2003,AgeGroup,35+,Total,Total,41.492,42801,42.53,117.263
New York State,2003,Month,1,AgeGroup,35+,3.702,3817,3.79,123.129
New York State,2003,Month,1,Total,Total,1.907,3846,2.01,124.065
New York State,2003,Month,10,AgeGroup,35+,3.591,3701,3.68,119.387
New York State,2003,Month,10,Total,Total,1.849,3727,1.94,120.226
New York State,2003,Month,11,AgeGroup,35+,3.305,3412,3.39,113.733
New York State,2003,Month,11,Total,Total,1.699,3431,1.79,114.367
New York State,2003,Month,12,AgeGroup,35+,3.819,3942,3.92,127.161
New York State,2003,Month,12,Total,Total,1.967,3971,2.07,128.097
New York State,2003,Month,2,AgeGroup,35+,3.354,3455,3.43,123.393
New York State,2003,Month,2,Total,Total,1.737,3499,1.82,124.964
New York State,2003,Month,3,AgeGroup,35+,3.458,3569,3.55,115.129
New York State,2003,Month,3,Total,Total,1.78,3593,1.87,115.903
New York State,2003,Month,4,AgeGroup,35+,3.536,3646,3.62,121.533
New York State,2003,Month,4,Total,Total,1.821,3674,1.92,122.467
New York State,2003,Month,5,AgeGroup,35+,3.546,3658,3.64,118.0
New York State,2003,Month,5,Total,Total,1.826,3685,1.92,118.871
New York State,2003,Month,6,AgeGroup,35+,3.345,3454,3.43,115.133
New York State,2003,Month,6,Total,Total,1.723,3480,1.81,116.0
New York State,2003,Month,7,AgeGroup,35+,3.175,3276,3.26,105.677
New York State,2003,Month,7,Total,Total,1.636,3302,1.72,106.516
New York State,2003,Month,8,AgeGroup,35+,3.203,3302,3.28,106.516
New York State,2003,Month,8,Total,Total,1.655,3337,1.74,107.645
New York State,2003,Month,9,AgeGroup,35+,3.458,3569,3.55,118.967
New York State,2003,Month,9,Total,Total,1.778,3590,1.87,119.667
New York State,2003,Total,,Total,Total,21.378,43135,22.49,118.178
New York State,2003-2005,AgeGroup,35+,Total,Total,116.858,121802,120.33,111.133
New York State,2003-2005,Month,1,AgeGroup,35+,10.914,11381,11.24,122.376
New York State,2003-2005,Month,1,Total,Total,5.616,11453,5.98,123.151
New York State,2003-2005,Month,10,AgeGroup,35+,9.868,10284,10.16,110.581
New York State,2003-2005,Month,10,Total,Total,5.085,10361,5.41,111.409
New York State,2003-2005,Month,11,AgeGroup,35+,9.341,9738,9.62,108.2
New York State,2003-2005,Month,11,Total,Total,4.807,9800,5.11,108.889
New York State,2003-2005,Month,12,AgeGroup,35+,10.549,10999,10.87,118.269
New York State,2003-2005,Month,12,Total,Total,5.437,11087,5.79,119.215
New York State,2003-2005,Month,2,AgeGroup,35+,9.505,9906,9.79,116.541
New York State,2003-2005,Month,2,Total,Total,4.91,10006,5.22,117.718
New York State,2003-2005,Month,3,AgeGroup,35+,10.112,10535,10.41,113.28
New York State,2003-2005,Month,3,Total,Total,5.216,10626,5.55,114.258
New York State,2003-2005,Month,4,AgeGroup,35+,9.909,10332,10.21,114.8
New York State,2003-2005,Month,4,Total,Total,5.104,10408,5.43,115.644
New York State,2003-2005,Month,5,AgeGroup,35+,9.909,10326,10.2,111.032
New York State,2003-2005,Month,5,Total,Total,5.101,10395,5.43,111.774
New York State,2003-2005,Month,6,AgeGroup,35+,9.467,9864,9.74,109.6
New York State,2003-2005,Month,6,Total,Total,4.882,9948,5.19,110.533
New York State,2003-2005,Month,7,AgeGroup,35+,8.88,9260,9.15,99.57
New York State,2003-2005,Month,7,Total,Total,4.571,9322,4.87,100.237
New York State,2003-2005,Month,8,AgeGroup,35+,9.015,9383,9.27,100.892
New York State,2003-2005,Month,8,Total,Total,4.655,9473,4.94,101.86
New York State,2003-2005,Month,9,AgeGroup,35+,9.39,9794,9.68,108.822
New York State,2003-2005,Month,9,Total,Total,4.829,9850,5.14,109.444
New York State,2004,AgeGroup,35+,Total,Total,39.21,40847,40.34,111.604
New York State,2004,Month,1,AgeGroup,35+,3.654,3815,3.77,123.065
New York State,2004,Month,1,Total,Total,1.88,3838,2.0,123.806
New York State,2004,Month,10,AgeGroup,35+,3.275,3412,3.37,110.065
New York State,2004,Month,10,Total,Total,1.691,3444,1.8,111.097
New York State,2004,Month,11,AgeGroup,35+,3.171,3304,3.26,110.133
New York State,2004,Month,11,Total,Total,1.631,3324,1.73,110.8
New York State,2004,Month,12,AgeGroup,35+,3.513,3663,3.62,118.161
New York State,2004,Month,12,Total,Total,1.808,3686,1.92,118.903
New York State,2004,Month,2,AgeGroup,35+,3.039,3171,3.13,109.345
New York State,2004,Month,2,Total,Total,1.57,3203,1.67,110.448
New York State,2004,Month,3,AgeGroup,35+,3.467,3606,3.56,116.323
New York State,2004,Month,3,Total,Total,1.793,3646,1.9,117.613
New York State,2004,Month,4,AgeGroup,35+,3.371,3518,3.47,117.267
New York State,2004,Month,4,Total,Total,1.735,3540,1.85,118.0
New York State,2004,Month,5,AgeGroup,35+,3.282,3415,3.37,110.161
New York State,2004,Month,5,Total,Total,1.686,3431,1.79,110.677
New York State,2004,Month,6,AgeGroup,35+,3.245,3378,3.34,112.6
New York State,2004,Month,6,Total,Total,1.675,3410,1.78,113.667
New York State,2004,Month,7,AgeGroup,35+,2.991,3114,3.08,100.452
New York State,2004,Month,7,Total,Total,1.538,3133,1.63,101.065
New York State,2004,Month,8,AgeGroup,35+,3.051,3173,3.13,102.355
New York State,2004,Month,8,Total,Total,1.579,3210,1.67,103.548
New York State,2004,Month,9,AgeGroup,35+,3.149,3278,3.24,109.267
New York State,2004,Month,9,Total,Total,1.617,3292,1.72,109.733
New York State,2004,Total,,Total,Total,20.202,41157,21.47,112.451
New York State,2004-2006,AgeGroup,35+,Total,Total,108.856,114591,112.64,104.554
New York State,2004-2006,Month,1,AgeGroup,35+,10.213,10753,10.57,115.624
New York State,2004-2006,Month,1,Total,Total,5.255,10819,5.65,116.333
New York State,2004-2006,Month,10,AgeGroup,35+,9.177,9670,9.51,103.978
New York State,2004-2006,Month,10,Total,Total,4.729,9741,5.09,104.742
New York State,2004-2006,Month,11,AgeGroup,35+,8.652,9107,8.95,101.189
New York State,2004-2006,Month,11,Total,Total,4.456,9170,4.79,101.889
New York State,2004-2006,Month,12,AgeGroup,35+,9.476,9978,9.81,107.29
New York State,2004-2006,Month,12,Total,Total,4.885,10057,5.26,108.14
New York State,2004-2006,Month,2,AgeGroup,35+,8.875,9364,9.2,110.165
New York State,2004-2006,Month,2,Total,Total,4.577,9441,4.93,111.071
New York State,2004-2006,Month,3,AgeGroup,35+,9.63,10131,9.96,108.935
New York State,2004-2006,Month,3,Total,Total,4.969,10220,5.34,109.892
New York State,2004-2006,Month,4,AgeGroup,35+,9.194,9684,9.52,107.6
New York State,2004-2006,Month,4,Total,Total,4.735,9752,5.1,108.356
New York State,2004-2006,Month,5,AgeGroup,35+,9.34,9826,9.66,105.656
New York State,2004-2006,Month,5,Total,Total,4.81,9894,5.17,106.387
New York State,2004-2006,Month,6,AgeGroup,35+,8.846,9309,9.15,103.433
New York State,2004-2006,Month,6,Total,Total,4.563,9388,4.91,104.311
New York State,2004-2006,Month,7,AgeGroup,35+,8.33,8762,8.61,94.215
New York State,2004-2006,Month,7,Total,Total,4.286,8817,4.61,94.806
New York State,2004-2006,Month,8,AgeGroup,35+,8.524,8953,8.8,96.269
New York State,2004-2006,Month,8,Total,Total,4.399,9032,4.72,97.118
New York State,2004-2006,Month,9,AgeGroup,35+,8.597,9054,8.9,100.6
New York State,2004-2006,Month,9,Total,Total,4.422,9106,4.76,101.178
New York State,2005,AgeGroup,35+,Total,Total,36.208,38154,37.49,104.532
New York State,2005,Month,1,AgeGroup,35+,3.56,3749,3.68,120.935
New York State,2005,Month,1,Total,Total,1.83,3769,1.97,121.581
New York State,2005,Month,10,AgeGroup,35+,3.007,3171,3.12,102.29
New York State,2005,Month,10,Total,Total,1.547,3190,1.67,102.903
New York State,2005,Month,11,AgeGroup,35+,2.871,3022,2.97,100.733
New York State,2005,Month,11,Total,Total,1.479,3045,1.59,101.5
New York State,2005,Month,12,AgeGroup,35+,3.221,3394,3.33,109.484
New York State,2005,Month,12,Total,Total,1.665,3430,1.79,110.645
New York State,2005,Month,2,AgeGroup,35+,3.112,3280,3.22,117.143
New York State,2005,Month,2,Total,Total,1.603,3304,1.73,118.0
New York State,2005,Month,3,AgeGroup,35+,3.19,3360,3.3,108.387
New York State,2005,Month,3,Total,Total,1.645,3387,1.77,109.258
New York State,2005,Month,4,AgeGroup,35+,3.006,3168,3.11,105.6
New York State,2005,Month,4,Total,Total,1.55,3194,1.67,106.467
New York State,2005,Month,5,AgeGroup,35+,3.085,3253,3.2,104.935
New York State,2005,Month,5,Total,Total,1.591,3279,1.71,105.774
New York State,2005,Month,6,AgeGroup,35+,2.884,3032,2.98,101.067
New York State,2005,Month,6,Total,Total,1.488,3058,1.6,101.933
New York State,2005,Month,7,AgeGroup,35+,2.72,2870,2.82,92.581
New York State,2005,Month,7,Total,Total,1.399,2887,1.51,93.129
New York State,2005,Month,8,AgeGroup,35+,2.765,2908,2.86,93.806
New York State,2005,Month,8,Total,Total,1.423,2926,1.53,94.387
New York State,2005,Month,9,AgeGroup,35+,2.789,2947,2.9,98.233
New York State,2005,Month,9,Total,Total,1.437,2968,1.55,98.933
New York State,2005,Total,,Total,Total,18.658,38437,20.09,105.307
New York State,2005-2007,AgeGroup,35+,Total,Total,100.548,107046,104.77,97.759
New York State,2005-2007,Month,1,AgeGroup,35+,9.375,9959,9.75,107.086
New York State,2005-2007,Month,1,Total,Total,4.827,10025,5.24,107.796
New York State,2005-2007,Month,10,AgeGroup,35+,8.47,9028,8.84,97.075
New York State,2005-2007,Month,10,Total,Total,4.364,9092,4.75,97.763
New York State,2005-2007,Month,11,AgeGroup,35+,7.843,8350,8.17,92.778
New York State,2005-2007,Month,11,Total,Total,4.046,8419,4.4,93.544
New York State,2005-2007,Month,12,AgeGroup,35+,8.384,8928,8.74,96.0
New York State,2005-2007,Month,12,Total,Total,4.322,8996,4.7,96.731
New York State,2005-2007,Month,2,AgeGroup,35+,8.397,8954,8.76,106.595
New York State,2005-2007,Month,2,Total,Total,4.329,9023,4.72,107.417
New York State,2005-2007,Month,3,AgeGroup,35+,9.008,9601,9.4,103.237
New York State,2005-2007,Month,3,Total,Total,4.645,9675,5.06,104.032
New York State,2005-2007,Month,4,AgeGroup,35+,8.4,8951,8.76,99.456
New York State,2005-2007,Month,4,Total,Total,4.331,9021,4.72,100.233
New York State,2005-2007,Month,5,AgeGroup,35+,8.676,9240,9.04,99.355
New York State,2005-2007,Month,5,Total,Total,4.472,9309,4.87,100.097
New York State,2005-2007,Month,6,AgeGroup,35+,8.098,8620,8.44,95.778
New York State,2005-2007,Month,6,Total,Total,4.179,8694,4.55,96.6
New York State,2005-2007,Month,7,AgeGroup,35+,7.996,8502,8.32,91.419
New York State,2005-2007,Month,7,Total,Total,4.121,8564,4.48,92.086
New York State,2005-2007,Month,8,AgeGroup,35+,8.065,8567,8.38,92.118
New York State,2005-2007,Month,8,Total,Total,4.156,8629,4.51,92.785
New York State,2005-2007,Month,9,AgeGroup,35+,7.836,8346,8.17,92.733
New York State,2005-2007,Month,9,Total,Total,4.036,8403,4.39,93.367
New York State,2006,AgeGroup,35+,Total,Total,33.478,35590,34.83,97.507
New York State,2006,Month,1,AgeGroup,35+,3.008,3189,3.12,102.871
New York State,2006,Month,1,Total,Total,1.55,3212,1.68,103.613
New York State,2006,Month,10,AgeGroup,35+,2.896,3087,3.02,99.581
New York State,2006,Month,10,Total,Total,1.491,3107,1.63,100.226
New York State,2006,Month,11,AgeGroup,35+,2.616,2781,2.72,92.7
New York State,2006,Month,11,Total,Total,1.348,2801,1.47,93.367
New York State,2006,Month,12,AgeGroup,35+,2.747,2921,2.86,94.226
New York State,2006,Month,12,Total,Total,1.415,2941,1.54,94.871
New York State,2006,Month,2,AgeGroup,35+,2.723,2913,2.85,104.036
New York State,2006,Month,2,Total,Total,1.403,2934,1.54,104.786
New York State,2006,Month,3,AgeGroup,35+,2.974,3165,3.1,102.097
New York State,2006,Month,3,Total,Total,1.532,3187,1.67,102.806
New York State,2006,Month,4,AgeGroup,35+,2.823,2998,2.93,99.933
New York State,2006,Month,4,Total,Total,1.453,3018,1.58,100.6
New York State,2006,Month,5,AgeGroup,35+,2.975,3158,3.09,101.871
New York State,2006,Month,5,Total,Total,1.534,3184,1.67,102.71
New York State,2006,Month,6,AgeGroup,35+,2.718,2899,2.84,96.633
New York State,2006,Month,6,Total,Total,1.401,2920,1.53,97.333
New York State,2006,Month,7,AgeGroup,35+,2.624,2778,2.72,89.613
New York State,2006,Month,7,Total,Total,1.351,2797,1.46,90.226
New York State,2006,Month,8,AgeGroup,35+,2.712,2872,2.81,92.645
New York State,2006,Month,8,Total,Total,1.399,2896,1.52,93.419
New York State,2006,Month,9,AgeGroup,35+,2.663,2829,2.77,94.3
New York State,2006,Month,9,Total,Total,1.37,2846,1.49,94.867
New York State,2006,Total,,Total,Total,17.249,35843,18.76,98.2
New York State,2006-2008,AgeGroup,35+,Total,Total,95.267,102609,100.01,93.621
New York State,2006-2008,Month,1,AgeGroup,35+,8.382,9006,8.78,96.839
New York State,2006-2008,Month,1,Total,Total,4.318,9068,4.74,97.505
New York State,2006-2008,Month,10,AgeGroup,35+,8.211,8852,8.63,95.183
New York State,2006-2008,Month,10,Total,Total,4.229,8911,4.65,95.817
New York State,2006-2008,Month,11,AgeGroup,35+,7.505,8094,7.89,89.933
New York State,2006-2008,Month,11,Total,Total,3.872,8160,4.26,90.667
New York State,2006-2008,Month,12,AgeGroup,35+,7.955,8560,8.34,92.043
New York State,2006-2008,Month,12,Total,Total,4.097,8618,4.5,92.667
New York State,2006-2008,Month,2,AgeGroup,35+,7.882,8508,8.29,100.094
New York State,2006-2008,Month,2,Total,Total,4.072,8589,4.49,101.047
New York State,2006-2008,Month,3,AgeGroup,35+,8.529,9218,8.98,99.118
New York State,2006-2008,Month,3,Total,Total,4.394,9282,4.85,99.806
New York State,2006-2008,Month,4,AgeGroup,35+,7.91,8522,8.31,94.689
New York State,2006-2008,Month,4,Total,Total,4.076,8585,4.48,95.389
New York State,2006-2008,Month,5,AgeGroup,35+,8.266,8911,8.69,95.817
New York State,2006-2008,Month,5,Total,Total,4.261,8978,4.69,96.538
New York State,2006-2008,Month,6,AgeGroup,35+,7.641,8229,8.02,91.433
New York State,2006-2008,Month,6,Total,Total,3.944,8300,4.33,92.222
New York State,2006-2008,Month,7,AgeGroup,35+,7.722,8294,8.08,89.183
New York State,2006-2008,Month,7,Total,Total,3.981,8356,4.36,89.849
New York State,2006-2008,Month,8,AgeGroup,35+,7.743,8326,8.12,89.527
New York State,2006-2008,Month,8,Total,Total,3.991,8387,4.38,90.183
New York State,2006-2008,Month,9,AgeGroup,35+,7.52,8089,7.88,89.878
New York State,2006-2008,Month,9,Total,Total,3.874,8147,4.25,90.522
New York State,2007,AgeGroup,35+,Total,Total,30.914,33302,32.47,91.238
New York State,2007,Month,1,AgeGroup,35+,2.815,3021,2.95,97.452
New York State,2007,Month,1,Total,Total,1.451,3044,1.59,98.194
New York State,2007,Month,10,AgeGroup,35+,2.572,2770,2.7,89.355
New York State,2007,Month,10,Total,Total,1.328,2795,1.46,90.161
New York State,2007,Month,11,AgeGroup,35+,2.362,2547,2.48,84.9
New York State,2007,Month,11,Total,Total,1.221,2573,1.34,85.767
New York State,2007,Month,12,AgeGroup,35+,2.422,2613,2.55,84.29
New York State,2007,Month,12,Total,Total,1.244,2625,1.37,84.677
New York State,2007,Month,2,AgeGroup,35+,2.567,2761,2.69,98.607
New York State,2007,Month,2,Total,Total,1.325,2785,1.46,99.464
New York State,2007,Month,3,AgeGroup,35+,2.844,3076,3.0,99.226
New York State,2007,Month,3,Total,Total,1.467,3101,1.62,100.032
New York State,2007,Month,4,AgeGroup,35+,2.575,2785,2.72,92.833
New York State,2007,Month,4,Total,Total,1.329,2809,1.47,93.633
New York State,2007,Month,5,AgeGroup,35+,2.622,2829,2.76,91.258
New York State,2007,Month,5,Total,Total,1.35,2846,1.49,91.806
New York State,2007,Month,6,AgeGroup,35+,2.5,2689,2.62,89.633
New York State,2007,Month,6,Total,Total,1.293,2716,1.42,90.533
New York State,2007,Month,7,AgeGroup,35+,2.655,2854,2.78,92.065
New York State,2007,Month,7,Total,Total,1.372,2880,1.51,92.903
New York State,2007,Month,8,AgeGroup,35+,2.59,2787,2.72,89.903
New York State,2007,Month,8,Total,Total,1.335,2807,1.47,90.548
New York State,2007,Month,9,AgeGroup,35+,2.39,2570,2.51,85.667
New York State,2007,Month,9,Total,Total,1.232,2589,1.35,86.3
New York State,2007,Total,,Total,Total,15.947,33570,17.55,91.973
New York State,2007-2009,AgeGroup,35+,Total,Total,91.13,99493,96.52,90.778
New York State,2007-2009,Month,1,AgeGroup,35+,8.033,8759,8.5,94.183
New York State,2007-2009,Month,1,Total,Total,4.139,8820,4.59,94.839
New York State,2007-2009,Month,10,AgeGroup,35+,7.754,8458,8.21,90.946
New York State,2007-2009,Month,10,Total,Total,3.995,8519,4.43,91.602
New York State,2007-2009,Month,11,AgeGroup,35+,7.282,7949,7.71,88.322
New York State,2007-2009,Month,11,Total,Total,3.755,8010,4.17,89.0
New York State,2007-2009,Month,12,AgeGroup,35+,7.803,8510,8.26,91.505
New York State,2007-2009,Month,12,Total,Total,4.016,8562,4.46,92.065
New York State,2007-2009,Month,2,AgeGroup,35+,7.44,8130,7.89,95.647
New York State,2007-2009,Month,2,Total,Total,3.842,8205,4.27,96.529
New York State,2007-2009,Month,3,AgeGroup,35+,8.068,8842,8.58,95.075
New York State,2007-2009,Month,3,Total,Total,4.158,8905,4.63,95.753
New York State,2007-2009,Month,4,AgeGroup,35+,7.539,8239,7.99,91.544
New York State,2007-2009,Month,4,Total,Total,3.888,8304,4.32,92.267
New York State,2007-2009,Month,5,AgeGroup,35+,7.786,8515,8.26,91.559
New York State,2007-2009,Month,5,Total,Total,4.014,8578,4.46,92.237
New York State,2007-2009,Month,6,AgeGroup,35+,7.331,7990,7.75,88.778
New York State,2007-2009,Month,6,Total,Total,3.785,8061,4.19,89.567
New York State,2007-2009,Month,7,AgeGroup,35+,7.533,8202,7.96,88.194
New York State,2007-2009,Month,7,Total,Total,3.884,8264,4.3,88.86
New York State,2007-2009,Month,8,AgeGroup,35+,7.361,8041,7.8,86.462
New York State,2007-2009,Month,8,Total,Total,3.794,8100,4.21,87.097
New York State,2007-2009,Month,9,AgeGroup,35+,7.2,7858,7.62,87.311
New York State,2007-2009,Month,9,Total,Total,3.706,7907,4.11,87.856
New York State,2008,AgeGroup,35+,Total,Total,30.913,33717,32.72,92.123
New York State,2008,Month,1,AgeGroup,35+,2.564,2796,2.71,90.194
New York State,2008,Month,1,Total,Total,1.319,2812,1.46,90.71
New York State,2008,Month,10,AgeGroup,35+,2.745,2995,2.91,96.613
New York State,2008,Month,10,Total,Total,1.411,3009,1.57,97.065
New York State,2008,Month,11,AgeGroup,35+,2.53,2766,2.68,92.2
New York State,2008,Month,11,Total,Total,1.303,2786,1.45,92.867
New York State,2008,Month,12,AgeGroup,35+,2.785,3026,2.94,97.613
New York State,2008,Month,12,Total,Total,1.437,3052,1.59,98.452
New York State,2008,Month,2,AgeGroup,35+,2.599,2834,2.75,97.724
New York State,2008,Month,2,Total,Total,1.347,2870,1.49,98.966
New York State,2008,Month,3,AgeGroup,35+,2.714,2977,2.89,96.032
New York State,2008,Month,3,Total,Total,1.396,2994,1.56,96.581
New York State,2008,Month,4,AgeGroup,35+,2.517,2739,2.66,91.3
New York State,2008,Month,4,Total,Total,1.297,2758,1.44,91.933
New York State,2008,Month,5,AgeGroup,35+,2.672,2924,2.84,94.323
New York State,2008,Month,5,Total,Total,1.378,2948,1.53,95.097
New York State,2008,Month,6,AgeGroup,35+,2.432,2641,2.56,88.033
New York State,2008,Month,6,Total,Total,1.255,2664,1.39,88.8
New York State,2008,Month,7,AgeGroup,35+,2.442,2662,2.58,85.871
New York State,2008,Month,7,Total,Total,1.257,2679,1.39,86.419
New York State,2008,Month,8,AgeGroup,35+,2.444,2667,2.59,86.032
New York State,2008,Month,8,Total,Total,1.258,2684,1.4,86.581
New York State,2008,Month,9,AgeGroup,35+,2.47,2690,2.61,89.667
New York State,2008,Month,9,Total,Total,1.274,2712,1.41,90.4
New York State,2008,Total,,Total,Total,15.933,33968,17.68,92.809
New York State,2008-2010,AgeGroup,35+,Total,Total,88.739,98279,94.83,89.671
New York State,2008-2010,Month,1,AgeGroup,35+,7.644,8465,8.17,91.022
New York State,2008-2010,Month,1,Total,Total,3.94,8528,4.42,91.699
New York State,2008-2010,Month,10,AgeGroup,35+,7.664,8484,8.19,91.226
New York State,2008-2010,Month,10,Total,Total,3.945,8536,4.42,91.785
New York State,2008-2010,Month,11,AgeGroup,35+,7.249,8026,7.74,89.178
New York State,2008-2010,Month,11,Total,Total,3.736,8084,4.19,89.822
New York State,2008-2010,Month,12,AgeGroup,35+,7.994,8853,8.54,95.194
New York State,2008-2010,Month,12,Total,Total,4.12,8918,4.62,95.892
New York State,2008-2010,Month,2,AgeGroup,35+,7.151,7926,7.65,93.247
New York State,2008-2010,Month,2,Total,Total,3.691,7995,4.14,94.059
New York State,2008-2010,Month,3,AgeGroup,35+,7.701,8551,8.25,91.946
New York State,2008-2010,Month,3,Total,Total,3.965,8606,4.46,92.538
New York State,2008-2010,Month,4,AgeGroup,35+,7.315,8084,7.8,89.822
New York State,2008-2010,Month,4,Total,Total,3.779,8159,4.23,90.656
New York State,2008-2010,Month,5,AgeGroup,35+,7.55,8373,8.08,90.032
New York State,2008-2010,Month,5,Total,Total,3.897,8446,4.37,90.817
New York State,2008-2010,Month,6,AgeGroup,35+,7.077,7817,7.54,86.856
New York State,2008-2010,Month,6,Total,Total,3.655,7888,4.09,87.644
New York State,2008-2010,Month,7,AgeGroup,35+,7.242,8010,7.73,86.129
New York State,2008-2010,Month,7,Total,Total,3.726,8056,4.17,86.624
New York State,2008-2010,Month,8,AgeGroup,35+,7.057,7827,7.55,84.161
New York State,2008-2010,Month,8,Total,Total,3.637,7884,4.08,84.774
New York State,2008-2010,Month,9,AgeGroup,35+,7.095,7863,7.59,87.367
New York State,2008-2010,Month,9,Total,Total,3.658,7924,4.1,88.044
New York State,2009,AgeGroup,35+,Total,Total,29.32,32474,31.34,88.97
New York State,2009,Month,1,AgeGroup,35+,2.654,2942,2.84,94.903
New York State,2009,Month,1,Total,Total,1.368,2964,1.54,95.613
New York State,2009,Month,10,AgeGroup,35+,2.439,2693,2.6,86.871
New York State,2009,Month,10,Total,Total,1.258,2715,1.41,87.581
New York State,2009,Month,11,AgeGroup,35+,2.392,2636,2.54,87.867
New York State,2009,Month,11,Total,Total,1.231,2651,1.37,88.367
New York State,2009,Month,12,AgeGroup,35+,2.595,2871,2.77,92.613
New York State,2009,Month,12,Total,Total,1.334,2885,1.49,93.065
New York State,2009,Month,2,AgeGroup,35+,2.276,2535,2.45,90.536
