County,Year,subgroup1,subgroup_cat1,subgroup2,subgroup_cat2,aaRate10K,count,cRate10K,dailyMean
New York State,2009,Month,2,Total,Total,1.171,2550,1.32,91.071
New York State,2009,Month,3,AgeGroup,35+,2.516,2789,2.69,89.968
New York State,2009,Month,3,Total,Total,1.297,2810,1.46,90.645
New York State,2009,Month,4,AgeGroup,35+,2.449,2715,2.62,90.5
New York State,2009,Month,4,Total,Total,1.264,2737,1.42,91.233
New York State,2009,Month,5,AgeGroup,35+,2.495,2762,2.67,89.097
New York State,2009,Month,5,Total,Total,1.287,2784,1.44,89.806
New York State,2009,Month,6,AgeGroup,35+,2.398,2660,2.57,88.667
New York State,2009,Month,6,Total,Total,1.237,2681,1.39,89.367
New York State,2009,Month,7,AgeGroup,35+,2.437,2686,2.59,86.645
New York State,2009,Month,7,Total,Total,1.256,2705,1.4,87.258
New York State,2009,Month,8,AgeGroup,35+,2.329,2587,2.5,83.452
New York State,2009,Month,8,Total,Total,1.202,2609,1.35,84.161
New York State,2009,Month,9,AgeGroup,35+,2.339,2598,2.51,86.6
New York State,2009,Month,9,Total,Total,1.2,2606,1.35,86.867
New York State,2009,Total,,Total,Total,15.104,32697,16.94,89.581
New York State,2009-2011,AgeGroup,35+,Total,Total,85.277,95836,91.92,87.521
New York State,2009-2011,Month,1,AgeGroup,35+,7.623,8574,8.22,92.194
New York State,2009-2011,Month,1,Total,Total,3.928,8635,4.45,92.849
New York State,2009-2011,Month,10,AgeGroup,35+,7.245,8130,7.8,87.419
New York State,2009-2011,Month,10,Total,Total,3.732,8186,4.22,88.022
New York State,2009-2011,Month,11,AgeGroup,35+,7.026,7888,7.57,87.644
New York State,2009-2011,Month,11,Total,Total,3.621,7945,4.09,88.278
New York State,2009-2011,Month,12,AgeGroup,35+,7.515,8453,8.11,90.892
New York State,2009-2011,Month,12,Total,Total,3.879,8525,4.39,91.667
New York State,2009-2011,Month,2,AgeGroup,35+,6.753,7601,7.29,90.488
New York State,2009-2011,Month,2,Total,Total,3.481,7658,3.95,91.167
New York State,2009-2011,Month,3,AgeGroup,35+,7.44,8365,8.02,89.946
New York State,2009-2011,Month,3,Total,Total,3.835,8427,4.34,90.613
New York State,2009-2011,Month,4,AgeGroup,35+,7.019,7898,7.58,87.756
New York State,2009-2011,Month,4,Total,Total,3.626,7971,4.11,88.567
New York State,2009-2011,Month,5,AgeGroup,35+,7.403,8304,7.96,89.29
New York State,2009-2011,Month,5,Total,Total,3.823,8379,4.32,90.097
New York State,2009-2011,Month,6,AgeGroup,35+,6.828,7662,7.35,85.133
New York State,2009-2011,Month,6,Total,Total,3.526,7731,3.98,85.9
New York State,2009-2011,Month,7,AgeGroup,35+,6.9,7741,7.42,83.237
New York State,2009-2011,Month,7,Total,Total,3.554,7793,4.02,83.796
New York State,2009-2011,Month,8,AgeGroup,35+,6.753,7605,7.29,81.774
New York State,2009-2011,Month,8,Total,Total,3.482,7664,3.95,82.409
New York State,2009-2011,Month,9,AgeGroup,35+,6.77,7615,7.3,84.611
New York State,2009-2011,Month,9,Total,Total,3.492,7675,3.96,85.278
New York State,2010,AgeGroup,35+,Total,Total,28.537,32088,30.77,87.912
New York State,2010,Month,1,AgeGroup,35+,2.426,2727,2.62,87.968
New York State,2010,Month,1,Total,Total,1.253,2752,1.42,88.774
New York State,2010,Month,10,AgeGroup,35+,2.483,2796,2.68,90.194
New York State,2010,Month,10,Total,Total,1.277,2812,1.45,90.71
New York State,2010,Month,11,AgeGroup,35+,2.33,2624,2.52,87.467
New York State,2010,Month,11,Total,Total,1.203,2647,1.36,88.233
New York State,2010,Month,12,AgeGroup,35+,2.614,2956,2.84,95.355
New York State,2010,Month,12,Total,Total,1.349,2981,1.54,96.161
New York State,2010,Month,2,AgeGroup,35+,2.28,2557,2.45,91.321
New York State,2010,Month,2,Total,Total,1.175,2575,1.33,91.964
New York State,2010,Month,3,AgeGroup,35+,2.475,2785,2.67,89.839
New York State,2010,Month,3,Total,Total,1.274,2802,1.44,90.387
New York State,2010,Month,4,AgeGroup,35+,2.35,2630,2.52,87.667
New York State,2010,Month,4,Total,Total,1.219,2664,1.37,88.8
New York State,2010,Month,5,AgeGroup,35+,2.389,2687,2.58,86.677
New York State,2010,Month,5,Total,Total,1.235,2714,1.4,87.548
New York State,2010,Month,6,AgeGroup,35+,2.249,2516,2.41,83.867
New York State,2010,Month,6,Total,Total,1.164,2543,1.31,84.767
New York State,2010,Month,7,AgeGroup,35+,2.364,2662,2.55,85.871
New York State,2010,Month,7,Total,Total,1.214,2672,1.38,86.194
New York State,2010,Month,8,AgeGroup,35+,2.287,2573,2.47,83.0
New York State,2010,Month,8,Total,Total,1.178,2591,1.34,83.581
New York State,2010,Month,9,AgeGroup,35+,2.29,2575,2.47,85.833
New York State,2010,Month,9,Total,Total,1.187,2606,1.34,86.867
New York State,2010,Total,,Total,Total,14.728,32359,16.68,88.655
New York State,2010-2012,AgeGroup,35+,Total,Total,83.904,95791,91.3,87.401
New York State,2010-2012,Month,1,AgeGroup,35+,7.316,8369,7.98,89.989
New York State,2010-2012,Month,1,Total,Total,3.771,8431,4.33,90.656
New York State,2010-2012,Month,10,AgeGroup,35+,7.197,8204,7.82,88.215
New York State,2010-2012,Month,10,Total,Total,3.705,8255,4.24,88.763
New York State,2010-2012,Month,11,AgeGroup,35+,7.101,8113,7.73,90.144
New York State,2010-2012,Month,11,Total,Total,3.665,8181,4.2,90.9
New York State,2010-2012,Month,12,AgeGroup,35+,7.517,8596,8.19,92.43
New York State,2010-2012,Month,12,Total,Total,3.882,8672,4.45,93.247
New York State,2010-2012,Month,2,AgeGroup,35+,6.674,7623,7.27,89.682
New York State,2010-2012,Month,2,Total,Total,3.444,7687,3.94,90.435
New York State,2010-2012,Month,3,AgeGroup,35+,7.354,8392,8.0,90.237
New York State,2010-2012,Month,3,Total,Total,3.792,8456,4.34,90.925
New York State,2010-2012,Month,4,AgeGroup,35+,6.816,7781,7.42,86.456
New York State,2010-2012,Month,4,Total,Total,3.521,7853,4.03,87.256
New York State,2010-2012,Month,5,AgeGroup,35+,7.274,8291,7.9,89.151
New York State,2010-2012,Month,5,Total,Total,3.755,8363,4.29,89.925
New York State,2010-2012,Month,6,AgeGroup,35+,6.671,7592,7.24,84.356
New York State,2010-2012,Month,6,Total,Total,3.445,7662,3.93,85.133
New York State,2010-2012,Month,7,AgeGroup,35+,6.747,7707,7.35,82.871
New York State,2010-2012,Month,7,Total,Total,3.473,7756,3.98,83.398
New York State,2010-2012,Month,8,AgeGroup,35+,6.591,7544,7.19,81.118
New York State,2010-2012,Month,8,Total,Total,3.397,7598,3.9,81.699
New York State,2010-2012,Month,9,AgeGroup,35+,6.646,7579,7.22,84.211
New York State,2010-2012,Month,9,Total,Total,3.434,7652,3.93,85.022
New York State,2011,AgeGroup,35+,Total,Total,27.451,31274,29.81,85.682
New York State,2011,Month,1,AgeGroup,35+,2.546,2905,2.77,93.71
New York State,2011,Month,1,Total,Total,1.308,2919,1.5,94.161
New York State,2011,Month,10,AgeGroup,35+,2.324,2641,2.52,85.194
New York State,2011,Month,10,Total,Total,1.197,2659,1.36,85.774
New York State,2011,Month,11,AgeGroup,35+,2.304,2628,2.5,87.6
New York State,2011,Month,11,Total,Total,1.187,2647,1.36,88.233
New York State,2011,Month,12,AgeGroup,35+,2.31,2626,2.5,84.71
New York State,2011,Month,12,Total,Total,1.198,2659,1.36,85.774
New York State,2011,Month,2,AgeGroup,35+,2.2,2509,2.39,89.607
New York State,2011,Month,2,Total,Total,1.137,2533,1.3,90.464
New York State,2011,Month,3,AgeGroup,35+,2.451,2791,2.66,90.032
New York State,2011,Month,3,Total,Total,1.265,2815,1.44,90.806
New York State,2011,Month,4,AgeGroup,35+,2.223,2553,2.43,85.1
New York State,2011,Month,4,Total,Total,1.145,2570,1.32,85.667
New York State,2011,Month,5,AgeGroup,35+,2.519,2855,2.72,92.097
New York State,2011,Month,5,Total,Total,1.301,2881,1.48,92.935
New York State,2011,Month,6,AgeGroup,35+,2.185,2486,2.37,82.867
New York State,2011,Month,6,Total,Total,1.128,2507,1.29,83.567
New York State,2011,Month,7,AgeGroup,35+,2.103,2393,2.28,77.194
New York State,2011,Month,7,Total,Total,1.086,2416,1.24,77.935
New York State,2011,Month,8,AgeGroup,35+,2.14,2445,2.33,78.871
New York State,2011,Month,8,Total,Total,1.104,2464,1.26,79.484
New York State,2011,Month,9,AgeGroup,35+,2.145,2442,2.33,81.4
New York State,2011,Month,9,Total,Total,1.107,2463,1.26,82.1
New York State,2011,Total,,Total,Total,14.163,31533,16.17,86.392
New York State,2011-2013,AgeGroup,35+,Total,Total,81.444,94402,89.44,86.133
New York State,2011-2013,Month,1,AgeGroup,35+,7.41,8624,8.17,92.731
New York State,2011-2013,Month,1,Total,Total,3.815,8679,4.44,93.323
New York State,2011-2013,Month,10,AgeGroup,35+,6.918,8003,7.58,86.054
New York State,2011-2013,Month,10,Total,Total,3.561,8054,4.12,86.602
New York State,2011-2013,Month,11,AgeGroup,35+,6.827,7922,7.51,88.022
New York State,2011-2013,Month,11,Total,Total,3.522,7986,4.08,88.733
New York State,2011-2013,Month,12,AgeGroup,35+,7.177,8305,7.87,89.301
New York State,2011-2013,Month,12,Total,Total,3.706,8377,4.28,90.075
New York State,2011-2013,Month,2,AgeGroup,35+,6.375,7416,7.03,87.247
New York State,2011-2013,Month,2,Total,Total,3.291,7480,3.82,88.0
New York State,2011-2013,Month,3,AgeGroup,35+,7.043,8151,7.72,87.645
New York State,2011-2013,Month,3,Total,Total,3.631,8214,4.2,88.323
New York State,2011-2013,Month,4,AgeGroup,35+,6.641,7696,7.29,85.511
New York State,2011-2013,Month,4,Total,Total,3.427,7761,3.97,86.233
New York State,2011-2013,Month,5,AgeGroup,35+,7.224,8343,7.9,89.71
New York State,2011-2013,Month,5,Total,Total,3.729,8415,4.3,90.484
New York State,2011-2013,Month,6,AgeGroup,35+,6.429,7451,7.06,82.789
New York State,2011-2013,Month,6,Total,Total,3.315,7509,3.84,83.433
New York State,2011-2013,Month,7,AgeGroup,35+,6.469,7495,7.1,80.591
New York State,2011-2013,Month,7,Total,Total,3.332,7547,3.86,81.151
New York State,2011-2013,Month,8,AgeGroup,35+,6.434,7488,7.09,80.516
New York State,2011-2013,Month,8,Total,Total,3.317,7543,3.85,81.108
New York State,2011-2013,Month,9,AgeGroup,35+,6.496,7508,7.11,83.422
New York State,2011-2013,Month,9,Total,Total,3.347,7561,3.86,84.011
New York State,2012,AgeGroup,35+,Total,Total,27.93,32429,30.71,88.604
New York State,2012,Month,1,AgeGroup,35+,2.346,2737,2.59,88.29
New York State,2012,Month,1,Total,Total,1.211,2760,1.41,89.032
New York State,2012,Month,10,AgeGroup,35+,2.393,2767,2.62,89.258
New York State,2012,Month,10,Total,Total,1.231,2784,1.42,89.806
New York State,2012,Month,11,AgeGroup,35+,2.466,2861,2.71,95.367
New York State,2012,Month,11,Total,Total,1.274,2887,1.47,96.233
New York State,2012,Month,12,AgeGroup,35+,2.594,3014,2.85,97.226
New York State,2012,Month,12,Total,Total,1.335,3032,1.55,97.806
New York State,2012,Month,2,AgeGroup,35+,2.196,2557,2.42,88.172
New York State,2012,Month,2,Total,Total,1.134,2579,1.32,88.931
New York State,2012,Month,3,AgeGroup,35+,2.43,2816,2.67,90.839
New York State,2012,Month,3,Total,Total,1.254,2839,1.45,91.581
New York State,2012,Month,4,AgeGroup,35+,2.244,2598,2.46,86.6
New York State,2012,Month,4,Total,Total,1.158,2619,1.34,87.3
New York State,2012,Month,5,AgeGroup,35+,2.367,2749,2.6,88.677
New York State,2012,Month,5,Total,Total,1.219,2768,1.41,89.29
New York State,2012,Month,6,AgeGroup,35+,2.236,2590,2.45,86.333
New York State,2012,Month,6,Total,Total,1.154,2612,1.33,87.067
New York State,2012,Month,7,AgeGroup,35+,2.281,2652,2.51,85.548
New York State,2012,Month,7,Total,Total,1.174,2668,1.36,86.065
New York State,2012,Month,8,AgeGroup,35+,2.165,2526,2.39,81.484
New York State,2012,Month,8,Total,Total,1.115,2543,1.3,82.032
New York State,2012,Month,9,AgeGroup,35+,2.212,2562,2.43,85.4
New York State,2012,Month,9,Total,Total,1.141,2583,1.32,86.1
New York State,2012,Total,,Total,Total,14.399,32674,16.69,89.273
New York State,2012-2014,AgeGroup,35+,Total,Total,79.507,93672,88.25,85.467
New York State,2012-2014,Month,1,AgeGroup,35+,7.178,8484,7.99,91.226
New York State,2012-2014,Month,1,Total,Total,3.695,8537,4.35,91.796
New York State,2012-2014,Month,10,AgeGroup,35+,6.709,7906,7.45,85.011
New York State,2012-2014,Month,10,Total,Total,3.453,7954,4.05,85.527
New York State,2012-2014,Month,11,AgeGroup,35+,6.586,7767,7.32,86.3
New York State,2012-2014,Month,11,Total,Total,3.396,7827,3.99,86.967
New York State,2012-2014,Month,12,AgeGroup,35+,7.041,8301,7.82,89.258
New York State,2012-2014,Month,12,Total,Total,3.628,8359,4.26,89.882
New York State,2012-2014,Month,2,AgeGroup,35+,6.24,7366,6.94,86.659
New York State,2012-2014,Month,2,Total,Total,3.213,7414,3.78,87.224
New York State,2012-2014,Month,3,AgeGroup,35+,6.756,7939,7.48,85.366
New York State,2012-2014,Month,3,Total,Total,3.478,7988,4.07,85.892
New York State,2012-2014,Month,4,AgeGroup,35+,6.597,7757,7.31,86.189
New York State,2012-2014,Month,4,Total,Total,3.402,7816,3.98,86.844
New York State,2012-2014,Month,5,AgeGroup,35+,6.825,8030,7.56,86.344
New York State,2012-2014,Month,5,Total,Total,3.525,8102,4.13,87.118
New York State,2012-2014,Month,6,AgeGroup,35+,6.352,7481,7.05,83.122
New York State,2012-2014,Month,6,Total,Total,3.275,7540,3.84,83.778
New York State,2012-2014,Month,7,AgeGroup,35+,6.476,7603,7.16,81.753
New York State,2012-2014,Month,7,Total,Total,3.331,7646,3.9,82.215
New York State,2012-2014,Month,8,AgeGroup,35+,6.266,7417,6.99,79.753
New York State,2012-2014,Month,8,Total,Total,3.229,7471,3.81,80.333
New York State,2012-2014,Month,9,AgeGroup,35+,6.481,7621,7.18,84.678
New York State,2012-2014,Month,9,Total,Total,3.338,7672,3.91,85.244
New York State,2013,AgeGroup,35+,Total,Total,26.09,30699,28.92,84.107
New York State,2013,Month,1,AgeGroup,35+,2.518,2982,2.81,96.194
New York State,2013,Month,1,Total,Total,1.296,3000,1.53,96.774
New York State,2013,Month,10,AgeGroup,35+,2.204,2595,2.44,83.71
New York State,2013,Month,10,Total,Total,1.135,2611,1.33,84.226
New York State,2013,Month,11,AgeGroup,35+,2.062,2433,2.29,81.1
New York State,2013,Month,11,Total,Total,1.063,2452,1.25,81.733
New York State,2013,Month,12,AgeGroup,35+,2.273,2665,2.51,85.968
New York State,2013,Month,12,Total,Total,1.172,2686,1.37,86.645
New York State,2013,Month,2,AgeGroup,35+,1.983,2350,2.21,83.929
New York State,2013,Month,2,Total,Total,1.022,2368,1.21,84.571
New York State,2013,Month,3,AgeGroup,35+,2.165,2544,2.4,82.065
New York State,2013,Month,3,Total,Total,1.114,2560,1.3,82.581
New York State,2013,Month,4,AgeGroup,35+,2.175,2545,2.4,84.833
New York State,2013,Month,4,Total,Total,1.125,2572,1.31,85.733
New York State,2013,Month,5,AgeGroup,35+,2.341,2739,2.58,88.355
New York State,2013,Month,5,Total,Total,1.21,2766,1.41,89.226
New York State,2013,Month,6,AgeGroup,35+,2.013,2375,2.24,79.167
New York State,2013,Month,6,Total,Total,1.036,2390,1.22,79.667
New York State,2013,Month,7,AgeGroup,35+,2.087,2450,2.31,79.032
New York State,2013,Month,7,Total,Total,1.073,2463,1.25,79.452
New York State,2013,Month,8,AgeGroup,35+,2.129,2517,2.37,81.194
New York State,2013,Month,8,Total,Total,1.098,2536,1.29,81.806
New York State,2013,Month,9,AgeGroup,35+,2.141,2504,2.36,83.467
New York State,2013,Month,9,Total,Total,1.099,2515,1.28,83.833
New York State,2013,Total,,Total,Total,13.445,30919,15.75,84.71
New York State,2013-2015,AgeGroup,35+,Total,Total,76.685,91588,85.84,83.642
New York State,2013-2015,Month,1,AgeGroup,35+,7.081,8485,7.95,91.237
New York State,2013-2015,Month,1,Total,Total,3.643,8533,4.34,91.753
New York State,2013-2015,Month,10,AgeGroup,35+,6.434,7702,7.22,82.817
New York State,2013-2015,Month,10,Total,Total,3.312,7751,3.94,83.344
New York State,2013-2015,Month,11,AgeGroup,35+,6.167,7382,6.92,82.022
New York State,2013-2015,Month,11,Total,Total,3.175,7429,3.78,82.544
New York State,2013-2015,Month,12,AgeGroup,35+,6.628,7936,7.44,85.333
New York State,2013-2015,Month,12,Total,Total,3.417,7993,4.07,85.946
New York State,2013-2015,Month,2,AgeGroup,35+,6.064,7263,6.81,86.464
New York State,2013-2015,Month,2,Total,Total,3.123,7311,3.72,87.036
New York State,2013-2015,Month,3,AgeGroup,35+,6.547,7800,7.31,83.871
New York State,2013-2015,Month,3,Total,Total,3.37,7847,3.99,84.376
New York State,2013-2015,Month,4,AgeGroup,35+,6.393,7628,7.15,84.756
New York State,2013-2015,Month,4,Total,Total,3.295,7684,3.91,85.378
New York State,2013-2015,Month,5,AgeGroup,35+,6.545,7818,7.33,84.065
New York State,2013-2015,Month,5,Total,Total,3.386,7900,4.02,84.946
New York State,2013-2015,Month,6,AgeGroup,35+,6.189,7390,6.93,82.111
New York State,2013-2015,Month,6,Total,Total,3.194,7453,3.79,82.811
New York State,2013-2015,Month,7,AgeGroup,35+,6.222,7390,6.93,79.462
New York State,2013-2015,Month,7,Total,Total,3.203,7437,3.79,79.968
New York State,2013-2015,Month,8,AgeGroup,35+,6.111,7299,6.84,78.484
New York State,2013-2015,Month,8,Total,Total,3.15,7353,3.74,79.065
New York State,2013-2015,Month,9,AgeGroup,35+,6.304,7495,7.02,83.278
New York State,2013-2015,Month,9,Total,Total,3.244,7539,3.84,83.767
New York State,2014,AgeGroup,35+,Total,Total,25.525,30544,28.63,83.682
New York State,2014,Month,1,AgeGroup,35+,2.315,2765,2.59,89.194
New York State,2014,Month,1,Total,Total,1.189,2777,1.41,89.581
New York State,2014,Month,10,AgeGroup,35+,2.113,2544,2.38,82.065
New York State,2014,Month,10,Total,Total,1.087,2559,1.3,82.548
New York State,2014,Month,11,AgeGroup,35+,2.064,2473,2.32,82.433
New York State,2014,Month,11,Total,Total,1.062,2488,1.27,82.933
New York State,2014,Month,12,AgeGroup,35+,2.182,2622,2.46,84.581
New York State,2014,Month,12,Total,Total,1.125,2641,1.34,85.194
New York State,2014,Month,2,AgeGroup,35+,2.063,2459,2.3,87.821
New York State,2014,Month,2,Total,Total,1.058,2467,1.26,88.107
New York State,2014,Month,3,AgeGroup,35+,2.165,2579,2.42,83.194
New York State,2014,Month,3,Total,Total,1.111,2589,1.32,83.516
New York State,2014,Month,4,AgeGroup,35+,2.178,2614,2.45,87.133
New York State,2014,Month,4,Total,Total,1.119,2625,1.34,87.5
New York State,2014,Month,5,AgeGroup,35+,2.121,2542,2.38,82.0
New York State,2014,Month,5,Total,Total,1.097,2568,1.31,82.839
New York State,2014,Month,6,AgeGroup,35+,2.108,2516,2.36,83.867
New York State,2014,Month,6,Total,Total,1.088,2538,1.29,84.6
New York State,2014,Month,7,AgeGroup,35+,2.112,2501,2.34,80.677
New York State,2014,Month,7,Total,Total,1.086,2515,1.28,81.129
New York State,2014,Month,8,AgeGroup,35+,1.974,2374,2.22,76.581
New York State,2014,Month,8,Total,Total,1.018,2392,1.22,77.161
New York State,2014,Month,9,AgeGroup,35+,2.131,2555,2.39,85.167
New York State,2014,Month,9,Total,Total,1.099,2574,1.31,85.8
New York State,2014,Total,,Total,Total,13.14,30733,15.64,84.2
New York State,2014-2016,AgeGroup,35+,Total,Total,76.57,92684,86.48,84.566
New York State,2014-2016,Month,1,AgeGroup,35+,6.842,8278,7.72,89.011
New York State,2014-2016,Month,1,Total,Total,3.519,8322,4.23,89.484
New York State,2014-2016,Month,10,AgeGroup,35+,6.368,7709,7.19,82.892
New York State,2014-2016,Month,10,Total,Total,3.28,7760,3.95,83.441
New York State,2014-2016,Month,11,AgeGroup,35+,6.236,7580,7.07,84.222
New York State,2014-2016,Month,11,Total,Total,3.212,7630,3.88,84.778
New York State,2014-2016,Month,12,AgeGroup,35+,6.69,8125,7.58,87.366
New York State,2014-2016,Month,12,Total,Total,3.447,8181,4.16,87.968
New York State,2014-2016,Month,2,AgeGroup,35+,6.133,7439,6.94,87.518
New York State,2014-2016,Month,2,Total,Total,3.158,7486,3.81,88.071
New York State,2014-2016,Month,3,AgeGroup,35+,6.696,8098,7.56,87.075
New York State,2014-2016,Month,3,Total,Total,3.448,8151,4.15,87.645
New York State,2014-2016,Month,4,AgeGroup,35+,6.329,7662,7.15,85.133
New York State,2014-2016,Month,4,Total,Total,3.259,7710,3.92,85.667
New York State,2014-2016,Month,5,AgeGroup,35+,6.453,7836,7.31,84.258
New York State,2014-2016,Month,5,Total,Total,3.336,7913,4.03,85.086
New York State,2014-2016,Month,6,AgeGroup,35+,6.24,7545,7.04,83.833
New York State,2014-2016,Month,6,Total,Total,3.223,7614,3.87,84.6
New York State,2014-2016,Month,7,AgeGroup,35+,6.248,7523,7.02,80.892
New York State,2014-2016,Month,7,Total,Total,3.217,7571,3.85,81.409
New York State,2014-2016,Month,8,AgeGroup,35+,6.108,7366,6.87,79.204
New York State,2014-2016,Month,8,Total,Total,3.148,7420,3.78,79.785
New York State,2014-2016,Month,9,AgeGroup,35+,6.227,7523,7.02,83.589
New York State,2014-2016,Month,9,Total,Total,3.212,7582,3.86,84.244
New York State,2015,AgeGroup,35+,Total,Total,25.094,30345,28.3,83.137
New York State,2015,Month,1,AgeGroup,35+,2.254,2738,2.55,88.323
New York State,2015,Month,1,Total,Total,1.161,2756,1.4,88.903
New York State,2015,Month,10,AgeGroup,35+,2.119,2563,2.39,82.677
New York State,2015,Month,10,Total,Total,1.092,2581,1.31,83.258
New York State,2015,Month,11,AgeGroup,35+,2.041,2476,2.31,82.533
New York State,2015,Month,11,Total,Total,1.05,2489,1.27,82.967
New York State,2015,Month,12,AgeGroup,35+,2.177,2649,2.47,85.452
New York State,2015,Month,12,Total,Total,1.121,2666,1.36,86.0
New York State,2015,Month,2,AgeGroup,35+,2.019,2454,2.29,87.643
New York State,2015,Month,2,Total,Total,1.042,2476,1.26,88.429
New York State,2015,Month,3,AgeGroup,35+,2.218,2677,2.5,86.355
New York State,2015,Month,3,Total,Total,1.144,2698,1.37,87.032
New York State,2015,Month,4,AgeGroup,35+,2.041,2469,2.3,82.3
New York State,2015,Month,4,Total,Total,1.052,2487,1.26,82.9
New York State,2015,Month,5,AgeGroup,35+,2.088,2537,2.37,81.839
New York State,2015,Month,5,Total,Total,1.082,2566,1.31,82.774
New York State,2015,Month,6,AgeGroup,35+,2.068,2499,2.33,83.3
New York State,2015,Month,6,Total,Total,1.07,2525,1.28,84.167
New York State,2015,Month,7,AgeGroup,35+,2.024,2439,2.27,78.677
New York State,2015,Month,7,Total,Total,1.044,2459,1.25,79.323
New York State,2015,Month,8,AgeGroup,35+,2.011,2408,2.25,77.677
New York State,2015,Month,8,Total,Total,1.036,2425,1.23,78.226
New York State,2015,Month,9,AgeGroup,35+,2.035,2436,2.27,81.2
New York State,2015,Month,9,Total,Total,1.047,2450,1.25,81.667
New York State,2015,Total,,Total,Total,12.941,30578,15.55,83.775
New York State,2015-2017,AgeGroup,35+,Total,Total,76.392,93493,86.95,85.304
New York State,2015-2017,Month,1,AgeGroup,35+,6.788,8300,7.72,89.247
New York State,2015-2017,Month,1,Total,Total,3.498,8358,4.26,89.871
New York State,2015-2017,Month,10,AgeGroup,35+,6.365,7764,7.22,83.484
New York State,2015-2017,Month,10,Total,Total,3.28,7819,3.98,84.075
New York State,2015-2017,Month,11,AgeGroup,35+,6.315,7758,7.21,86.2
New York State,2015-2017,Month,11,Total,Total,3.253,7809,3.98,86.767
New York State,2015-2017,Month,12,AgeGroup,35+,6.605,8103,7.54,87.129
New York State,2015-2017,Month,12,Total,Total,3.406,8164,4.16,87.785
New York State,2015-2017,Month,2,AgeGroup,35+,6.102,7515,6.99,88.412
New York State,2015-2017,Month,2,Total,Total,3.149,7577,3.86,89.141
New York State,2015-2017,Month,3,AgeGroup,35+,6.796,8311,7.73,89.366
New York State,2015-2017,Month,3,Total,Total,3.504,8374,4.27,90.043
New York State,2015-2017,Month,4,AgeGroup,35+,6.288,7679,7.14,85.322
New York State,2015-2017,Month,4,Total,Total,3.244,7740,3.94,86.0
New York State,2015-2017,Month,5,AgeGroup,35+,6.53,8015,7.45,86.183
New York State,2015-2017,Month,5,Total,Total,3.376,8092,4.12,87.011
New York State,2015-2017,Month,6,AgeGroup,35+,6.199,7575,7.04,84.167
New York State,2015-2017,Month,6,Total,Total,3.202,7642,3.89,84.911
New York State,2015-2017,Month,7,AgeGroup,35+,6.147,7522,7.0,80.882
New York State,2015-2017,Month,7,Total,Total,3.17,7579,3.86,81.495
New York State,2015-2017,Month,8,AgeGroup,35+,6.144,7486,6.96,80.495
New York State,2015-2017,Month,8,Total,Total,3.169,7545,3.84,81.129
New York State,2015-2017,Month,9,AgeGroup,35+,6.113,7465,6.94,82.944
New York State,2015-2017,Month,9,Total,Total,3.152,7522,3.83,83.578
New York State,2016,AgeGroup,35+,Total,Total,25.954,31795,29.56,86.872
New York State,2016,Month,1,AgeGroup,35+,2.274,2775,2.58,89.516
New York State,2016,Month,1,Total,Total,1.169,2789,1.42,89.968
New York State,2016,Month,10,AgeGroup,35+,2.137,2602,2.42,83.935
New York State,2016,Month,10,Total,Total,1.101,2620,1.33,84.516
New York State,2016,Month,11,AgeGroup,35+,2.13,2631,2.45,87.7
New York State,2016,Month,11,Total,Total,1.1,2653,1.35,88.433
New York State,2016,Month,12,AgeGroup,35+,2.33,2854,2.65,92.065
New York State,2016,Month,12,Total,Total,1.201,2874,1.46,92.71
New York State,2016,Month,2,AgeGroup,35+,2.053,2526,2.35,87.103
New York State,2016,Month,2,Total,Total,1.058,2543,1.29,87.69
New York State,2016,Month,3,AgeGroup,35+,2.312,2842,2.64,91.677
New York State,2016,Month,3,Total,Total,1.192,2864,1.46,92.387
New York State,2016,Month,4,AgeGroup,35+,2.112,2579,2.4,85.967
New York State,2016,Month,4,Total,Total,1.089,2598,1.32,86.6
New York State,2016,Month,5,AgeGroup,35+,2.243,2757,2.56,88.935
New York State,2016,Month,5,Total,Total,1.157,2779,1.41,89.645
New York State,2016,Month,6,AgeGroup,35+,2.064,2530,2.35,84.333
New York State,2016,Month,6,Total,Total,1.066,2551,1.3,85.033
New York State,2016,Month,7,AgeGroup,35+,2.113,2583,2.4,83.323
New York State,2016,Month,7,Total,Total,1.087,2597,1.32,83.774
New York State,2016,Month,8,AgeGroup,35+,2.122,2584,2.4,83.355
New York State,2016,Month,8,Total,Total,1.094,2603,1.33,83.968
New York State,2016,Month,9,AgeGroup,35+,2.062,2532,2.35,84.4
New York State,2016,Month,9,Total,Total,1.067,2558,1.3,85.267
New York State,2016,Total,,Total,Total,13.379,32029,16.31,87.511
New York State,2016-2018,AgeGroup,35+,Total,Total,75.796,93815,87.05,85.598
New York State,2016-2018,Month,1,AgeGroup,35+,6.832,8447,7.84,90.828
New York State,2016-2018,Month,1,Total,Total,3.527,8518,4.35,91.591
New York State,2016-2018,Month,10,AgeGroup,35+,6.36,7839,7.27,84.29
New York State,2016-2018,Month,10,Total,Total,3.276,7892,4.03,84.86
New York State,2016-2018,Month,11,AgeGroup,35+,6.284,7817,7.25,86.856
New York State,2016-2018,Month,11,Total,Total,3.242,7877,4.02,87.522
New York State,2016-2018,Month,12,AgeGroup,35+,6.389,7912,7.34,85.075
New York State,2016-2018,Month,12,Total,Total,3.299,7981,4.07,85.817
